ISO 693-3 code,Language name,FAMILY-REVISED,Class2,Class3,Ethnologue Classification (unrevised),
tgw,"Sénoufo, Tagwana","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Tagwana-Djimini",
loi,Loma,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Teen",
lor,Téén,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Teen",
tiq,Tiéfo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Tiefo",
tsp,"Toussian, Northern","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Tusia",
wib,"Toussian, Southern","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Tusia",
vig,Viemo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Viemo",
nti,Natioro,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Wara-Natioro",
wbf,Wara,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Wara-Natioro",
fuj,Ko,"Niger-Congo, Kordofanian",Kordofanian,Heiban,"Niger-Congo, Kordofanian, Heiban, Eastern",
wrn,Warnang,"Niger-Congo, Kordofanian",Kordofanian,Heiban,"Niger-Congo, Kordofanian, Heiban, Eastern",
hbn,Heiban,"Niger-Congo, Kordofanian",Kordofanian,Heiban,"Niger-Congo, Kordofanian, Heiban, West-Central, Central, Ebang-Logol, Ebang-Laru",
lro,Laro,"Niger-Congo, Kordofanian",Kordofanian,Heiban,"Niger-Congo, Kordofanian, Heiban, West-Central, Central, Ebang-Logol, Ebang-Laru",
lof,Logol,"Niger-Congo, Kordofanian",Kordofanian,Heiban,"Niger-Congo, Kordofanian, Heiban, West-Central, Central, Ebang-Logol, Logol",
otr,Otoro,"Niger-Congo, Kordofanian",Kordofanian,Heiban,"Niger-Congo, Kordofanian, Heiban, West-Central, Central, Ebang-Logol, Utoro",
kib,Koalib,"Niger-Congo, Kordofanian",Kordofanian,Heiban,"Niger-Congo, Kordofanian, Heiban, West-Central, Central, Rere",
shw,Shwai,"Niger-Congo, Kordofanian",Kordofanian,Heiban,"Niger-Congo, Kordofanian, Heiban, West-Central, Shirumba",
mor,Moro,"Niger-Congo, Kordofanian",Kordofanian,Heiban,"Niger-Congo, Kordofanian, Heiban, West-Central, Western",
tic,Tira,"Niger-Congo, Kordofanian",Kordofanian,Heiban,"Niger-Congo, Kordofanian, Heiban, West-Central, Western",
kcr,Katla,"Niger-Congo, Kordofanian",Kordofanian,Katla,"Niger-Congo, Kordofanian, Katla",
tms,Tima,"Niger-Congo, Kordofanian",Kordofanian,Katla,"Niger-Congo, Kordofanian, Katla",
ras,Tegali,"Niger-Congo, Kordofanian",Kordofanian,Rashad,"Niger-Congo, Kordofanian, Rashad",
tag,Tagoi,"Niger-Congo, Kordofanian",Kordofanian,Rashad,"Niger-Congo, Kordofanian, Rashad",
tlo,Talodi,"Niger-Congo, Kordofanian",Kordofanian,Talodi,"Niger-Congo, Kordofanian, Talodi, Talodi Proper, Jomang",
eli,Nding,"Niger-Congo, Kordofanian",Kordofanian,Talodi,"Niger-Congo, Kordofanian, Talodi, Talodi Proper, Nding",
dec,Dagik,"Niger-Congo, Kordofanian",Kordofanian,Talodi,"Niger-Congo, Kordofanian, Talodi, Talodi Proper, Ngile-Dengebu",
jle,Ngile,"Niger-Congo, Kordofanian",Kordofanian,Talodi,"Niger-Congo, Kordofanian, Talodi, Talodi Proper, Ngile-Dengebu",
acz,Acheron,"Niger-Congo, Kordofanian",Kordofanian,Talodi,"Niger-Congo, Kordofanian, Talodi, Talodi Proper, Tocho",
lmd,Lumun,"Niger-Congo, Kordofanian",Kordofanian,Talodi,"Niger-Congo, Kordofanian, Talodi, Talodi Proper, Tocho",
taz,Tocho,"Niger-Congo, Kordofanian",Kordofanian,Talodi,"Niger-Congo, Kordofanian, Talodi, Talodi Proper, Tocho",
tqr,Torona,"Niger-Congo, Kordofanian",Kordofanian,Talodi,"Niger-Congo, Kordofanian, Talodi, Talodi Proper, Tocho",
laf,Lafofa,"Niger-Congo, Kordofanian",Kordofanian,Talodi,"Niger-Congo, Kordofanian, Talodi, Tegem",
bib,Bisa,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Eastern, Bissa",
bus,Bokobaru,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Eastern, Busa",
bqc,Boko,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Eastern, Busa",
bqp,Busa,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Eastern, Busa",
sho,Shanga,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Eastern, Busa",
tye,Kyanga,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Eastern, Busa",
sbd,"Samo, Southern","Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Eastern, Samo",
stj,"Samo, Matya","Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Eastern, Samo",
sym,"Samo, Maya","Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Eastern, Samo",
goa,Guro,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Southeastern, Guro-Tura, Guro-Yaoure",
yre,Yaouré,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Southeastern, Guro-Tura, Guro-Yaoure",
mev,Mano,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Southeastern, Guro-Tura, Tura-Dan-Mano, Mano",
dnj,Dan,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Southeastern, Guro-Tura, Tura-Dan-Mano, Tura-Dan",
lda,Kla-Dan,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Southeastern, Guro-Tura, Tura-Dan-Mano, Tura-Dan",
neb,Toura,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Southeastern, Guro-Tura, Tura-Dan-Mano, Tura-Dan",
ggu,Gban,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Southeastern, Nwa-Ben, Ben-Gban",
nhb,Beng,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Southeastern, Nwa-Ben, Ben-Gban",
moa,Mwan,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Southeastern, Nwa-Ben, Wan-Mwan",
wan,Wan,"Niger-Congo, Mande",Mande,Eastern,"Niger-Congo, Mande, Eastern, Southeastern, Nwa-Ben, Wan-Mwan",
jek,Jeri Kuo,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Jogo-Jeri",
bxl,Jalkunan,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Jogo-Jeri, Jeri-Jalkuna",
lig,Ligbi,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Jogo-Jeri, Jogo",
tjn,Tonjon,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Jogo-Jeri, Jogo",
bof,Bolon,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding",
jad,Jahanka,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding",
skq,Sininkere,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding",
rkm,Marka,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Marka-Dafin",
bam,Bamanankan,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Northeastern Manding, Bamana",
dyu,Jula,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Northeastern Manding, Bamana",
emk,"Maninkakan, Eastern","Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Southeastern Manding",
mku,"Maninka, Konyanka","Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Southeastern Manding",
msc,"Maninka, Sankaran","Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Southeastern Manding",
mzj,Manya,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Southeastern Manding",
jud,Worodougou,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Southeastern Manding, Maninka-Mori",
jod,Wojenaka,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Southeastern Manding, Maninka-Mori",
kfo,Koro,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Southeastern Manding, Maninka-Mori",
kga,Koyaga,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Southeastern Manding, Maninka-Mori",
mxx,Mahou,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Southeastern Manding, Maninka-Mori",
kao,Xaasongaxango,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-West",
mnk,Mandinka,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-West",
mwk,"Maninkakan, Kita","Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-West",
mlq,"Maninkakan, Western","Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-West",
xkg,Kagoro,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-West",
knk,Kuranko,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Mokole",
kke,Kakabe,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Mokole",
llc,Lele,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Mokole",
mfg,Mogofin,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Mokole",
kno,Kono,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Vai-Kono",
vai,Vai,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Vai-Kono",
sus,Susu,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Susu-Yalunka",
yal,Yalunka,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Susu-Yalunka",
gkp,"Kpelle, Guinea","Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Southwestern, Kpelle",
knu,Kono,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Southwestern, Kpelle",
xpe,"Kpelle, Liberia","Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Southwestern, Kpelle",
zil,Zialo,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Southwestern, Mende-Loma",
lom,Loma,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Southwestern, Mende-Loma, Loma",
tod,Toma,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Southwestern, Mende-Loma, Loma",
bza,Bandi,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Southwestern, Mende-Loma, Mende-Bandi, Bandi",
lok,Loko,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Southwestern, Mende-Loma, Mende-Bandi, Mende-Loko",
men,Mende,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Central-Southwestern, Southwestern, Mende-Loma, Mende-Bandi, Mende-Loko",
cpo,Kpeego,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern",
bxw,Bankagooma,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern, Samogo",
dnn,Dzùùngoo,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern, Samogo",
dux,Duungooma,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern, Samogo",
jow,Jowulu,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern, Samogo",
sos,Seeku,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern, Samogo",
bbo,Konabéré,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern, Soninke-Bobo, Bobo",
bwq,"Bobo Madaré, Southern","Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern, Soninke-Bobo, Bobo",
boo,"Bozo, Tiemacèwè","Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern, Soninke-Bobo, Soninke-Boso, Boso, Eastern",
boz,"Bozo, Tiéyaxo","Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern, Soninke-Bobo, Soninke-Boso, Boso, Eastern",
bzx,"Bozo, Kelengaxo","Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern, Soninke-Bobo, Soninke-Boso, Boso, Eastern",
bze,"Bozo, Jenaama","Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern, Soninke-Bobo, Soninke-Boso, Boso, Jenaama",
snk,Soninke,"Niger-Congo, Mande",Mande,Western,"Niger-Congo, Mande, Western, Northwestern, Soninke-Bobo, Soninke-Boso, Soninke",
mka,Mbre,"Niger-Congo, Unclassified",Unclassified,,"Niger-Congo, Unclassified",
wti,Berta,"Nilo-Saharan, Berta",Berta,,"Nilo-Saharan, Berta",
led,Lendu,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Lendu",
niy,Ngiti,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Lendu",
asv,Asoa,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Mangbetu",
lmi,Lombi,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Mangbetu",
mdj,Mangbetu,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Mangbetu",
bct,Bendi,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Mangbutu-Efe",
efe,Efe,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Mangbutu-Efe",
les,Lese,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Mangbutu-Efe",
mdi,Mamvu,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Mangbutu-Efe",
mdk,Mangbutu,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Mangbutu-Efe",
mxh,Mvuba,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Mangbutu-Efe",
ndp,Ndo,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Mangbutu-Efe",
avu,Avokaya,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Moru-Madi, Central",
kbo,Keliko,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Moru-Madi, Central",
lgg,Lugbara,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Moru-Madi, Central",
luc,Aringa,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Moru-Madi, Central",
log,Logo,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Moru-Madi, Central",
omi,Omi,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Moru-Madi, Central",
mgd,Moru,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Moru-Madi, Northern",
lul,Olu’bo,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Moru-Madi, Southern",
mhi,Ma’di,"Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Moru-Madi, Southern",
snm,"Ma’di, Southern","Nilo-Saharan, Central Sudanic",Central Sudanic,East,"Nilo-Saharan, Central Sudanic, East, Moru-Madi, Southern",
bdh,Baka,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Bongo-Baka, Baka",
bot,Bongo,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Bongo-Baka, Bongo",
bex,Jur Modo,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Bongo-Baka, Morokodo-Beli",
blm,Beli,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Bongo-Baka, Morokodo-Beli",
mwu,Mittu,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Bongo-Baka, Morokodo-Beli",
gbn,Mo’da,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Bongo-Baka, Morokodo-Beli, Morokodo-Mo’da",
mgc,Morokodo,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Bongo-Baka, Morokodo-Beli, Morokodo-Mo’da",
nwm,Nyamusa-Molo,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Bongo-Baka, Morokodo-Beli, Morokodo-Mo’da",
fuu,Furu,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Kara",
kcm,Gula,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Kara",
yul,Yulu,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Kara",
bvq,Birri,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi",
fgr,Fongoro,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi",
bdo,Morom,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Bagirmi",
bxv,Berakou,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Bagirmi",
bmi,Bagirmi,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Bagirmi",
dsi,Disa,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Bagirmi",
glu,Gula,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Bagirmi",
jyy,Jaya,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Bagirmi",
kyq,Kenga,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Bagirmi",
mne,Naba,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Bagirmi",
bjv,Bedjond,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",
dgk,Dagba,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",
gvl,Gulay,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",
gqr,Gor,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",
hor,Horo,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",
ksp,Kaba,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",
lap,Laka,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",
mwm,Sar,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",
myb,Mbay,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",
mge,Mango,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",
nmc,Ngam,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",
sba,Ngambay,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",
koj,Sara Dunjo,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper, Sara Kaba",
kwg,"Kaba Démé, Sara","Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper, Sara Kaba",
kwv,"Kaba Náà, Sara","Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper, Sara Kaba",
kxj,Kulfa,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper, Sara Kaba",
sbz,Sara Kaba,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper, Sara Kaba",
ndy,Lutos,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Vale",
vae,Vale,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Vale",
sys,Sinyar,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sinyar",
aja,Aja,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Kresh",
krs,Gbaya,"Nilo-Saharan, Central Sudanic",Central Sudanic,West,"Nilo-Saharan, Central Sudanic, West, Kresh",
