EA_ID,Society_name_EA,Harmonized_society_name,EA_Alternate_name,EA_revisedFocalYear,EA_references
Nc5,Miwok,Miwok,NA,1850,"Gifford, E. W.  1916.  Miwok Moieties.  Univ. Calif. Publ. Amer. Arch. Ethn. 12: 139-194.
Gifford, E. W.  1926.  Miwok Lineages and the Political Unit in Aboriginal California.  Amer. Anth. 28: 389-401.
Aginsky, B. W.  1943.  Central Sierra.  Anth. Records 8: 393-468.
Gifford, E. W.  1955.  Central Miwok Ceremonies.  Anth. Rec. 14: 261-318.
Barrett, S. A., and E. W. Gifford.  1933.  Miwok Material Culture.  Bull. Publ. Mus. Milwaukee 2: 117-276.
"
Nc6,Diegueno,Diegueno,NA,1850,"Spier, L.  1923.  Southern Diegueno Customs.  Univ. Calif. Publ. Amer. Arch. Ethn. 20: 297-358.
Drucker, P.  1941.  Southern California.  Anth. Records 1: 1-52.
Gifford, E. W.  1922.  California Kinship Terminologies. Univ. Calif. Publ. Amer. Arch. Ethn. 18: 68-71.
Luomala, K.  1963.  Flexibility in Sib Affiliation Among the Diegueno.  Ethnology 2: 282-301.
"
Nc7,Yuki,Yuki,NA,1850,"Foster, G. M.  A Summary of Yuki Culture.  Anth. Rec. 5: 155-244.
Essene, F.  1942.  Round Valley.  Anth. Rec. 8: 1-97.
Gifford, E. W.  1922.  California Kinship Terminologies. Univ. Calif. Publ. Amer. Arch. ethn. 18: 118-122.
"
Nc8,Klamath,Klamath,NA,1860,"Gatschet, A.S. 1890. The Klamath Indians of Southwestern Oregon. U.S. Geographical and Geological Survey of the Rocky Mountain Region, Contributions to North American Ethnology 2.2v. Washington.
Pearsall, M. 1950. Klamath Childhood and Education. Anthropological Records 9: 339-353.
Spier, L. 1930. Klamath Ethnography. University of California Publications in American Archaeology and Ethnology 30: 1-338.
Stern, T. 1965. The Klamath Tribe. Seattle.
Voegelin, E.W. 1942. Northeast California. Anthropological Records 7: 47-251."
Nc9,Modoc,Modoc,NA,1860,"Ray, V. F.  1963.  Primitive Pragmatists: The Modoc Indians of Northern California.  Seattle.
Voegelin, E. W.  1942.  Northeast California.  Anth. Rec. 7: 47-251.
"
Nd1,Tenino,Tenino,Warmsprings Sahaptin,1850,"Murdock, G. P.  1958.  Social Organization of the Tenino. Miscellanea Paul Rivet 1:  299-315.  Mexico.
Ray, V. F.  1942.  Plateau.  Anth. Records 8:  99-257.
"
Nd10,Thompson,Thompson,Nitlakapamuk,1860,"Teit, J. A.  1900.  The Thompson Indians.  Mem. Amer. Mus. Nat. Hist. 2: 163-392.
Ray, V.F.  1942.  Plateau.  Anth. Rec. 8: 99-257.
"
Nd11,Shuswap,Shuswap,NA,1850,"Teit, J. A.  1909.  The Shuswap.  Mem. Amer. Mus. Nat. Hist. 4: 447-758.
Ray, V. F.  1942.  Plateau.  Anth. Rec. 8: 99-257.
 
"
Nd12,Flathead,Flathead,Salish,1860,"Turney-High, H. H.  1937.  The Flathead Indians of Montana.  Mem. Amer. Anth. Assoc. 48: 1-161.
Teit, J. A.  1930.  The Salishan Tribes of the Western plateaus.  Ann. Rep. Bur. Amer. Ethn. 45: 295-396.
Ray, V. F.  1942.  Plateau.  Anth. Rec. 8: 99-262.
"
Nd13,Kalispel,Kalispel,NA,1860,"Teit, J. A.  1930.  The salishan Tribes of the Western Plateaus.  Ann. Rep. Bur. Amer. Ethn. 45: 295-396.
Ray, V. F.  1942.  Plateau.  Anth. Rec. 8: 99-262.
"
Nd14,Coeur d’Alene,Coeur d’Alene,Skitswish,1860,"Teit, J. A.  1930.  The Salishan Tribes of the Western Plateaus.  Ann. Rep. Bur. Amer. Ethn. 45: 37-197.
Ray, V. F.  1942.  Plateau.  Anth. Rec. 8: 99-262.
"
Nd15,Sinkaitk,Sinkaitk,Southern Okanagon,1880,"Cline, W., R. S. Commons, M. Mandelbaum, R. H. Post, and L. V. W. Walters.  1938.  The Sinkaietk or Southern Okanagon of Washington, ed. L. Spier.  Gen. Ser. Anth. 6: 1-262.
"
Nd16,Wenatchi,Wenatchi,NA,1870,"Ray, V. F.  1942.  Plateau.  Anth. Rec. 8: 99-262.  
Teit, J. H.  1928.  The Middle Columbia Salish, ed. F. Boas.  Univ. Wash. Publ. Anth. 2: 83-128.
"
Nd17,Klikitat,Klikitat,NA,1870,"Ray, V. F.  1942.  Plateau.  Anth. Rec. 8: 99-262. Jacobs, M.  1932.  Northern Sahaptin Kinship Terms.  Amer. Anth. 34: 688-693.
"
Nd18,Wishram,Wishram,NA,1860,"Spier, L., and E. Sapir.  1930.  Wishram Ethnography. Univ. Wash. Publ. Anth. 3: 151-300.
"
Nd19,Umatilla,Umatilla,NA,1860,"Ray, V. F.  1942.  Plateau.  Anth. Rec. 8: 99-262.
Ray, V. F.  1939.  Cultural Relations in the Plateau of Northewestern America.  Publ. F. W. Hodge Anniv. Publ. Fund 3: 1-154.
Rigsby, B. J.  1963.  Personal communication.
"
Nd2,Southern Ute,Southern Ute,"Mowataviwatsiu Mowatei, Wimonuntci, Weminute",1860,"Opler, M. K.  1940.  The Southern Ute of Colorado. Acculturation in Seven American Indian Tribes, ed. Linton,  pp.  119-203.  New York.
Stewart, O.  1942.  Ute--Southern Paiute.  Anth. Records 6:  231-360.
Opler, M. K.  1940.  The Southern Ute of Colorado. Acculturation in Seven American Indian Tribes, ed.  R. Linton, pp. 119-203.  New York.
Lowie, R. H.  1924.  Notes on Shoshonean Ethnography. Pap. Amer. Mus. Nat. Hist. 20:  185-314.
Stewart, O. C.  1940.  Ute--Southern Paiute.  Anth. Rec. 6:  231-360.
Gifford, E. W.  1940.  Apache-Pueblo.  Anth. Rec. 4:  1-207.
Hill, J. H. and K. C. Hill.  1-9.  1970.  ""A note on Uto-Aztecan color terminologies,"" Anthropological Linguistics 12:  231-38.
"
Nd20,Nez Perce,Nez Perce,Sahaptin,1850,"Spiden, H. J.  1908.  The Nez Perce Indians.  Mem. Amer. Anth. Assoc. 2: 165-274.
Haines, F.  1955.  The Nez Perces.  Norman.
Curtis, E. S.  1911.  The North American Indian 8: 3-195. Norwood.
Elmendorf, W. W.  1963.  Personal communication.
"
Nd21,Tagotoka,Tagotoka,Duck Valley Paiute,1870,"Stewart, O. C.  1941. Northern Paiute. Anth. Rec. 4: 361-446.
"
Nd22,Wadadokado,Wadadokado,Paiute,1870,"Stewart, O.C. 1941. Northern Paiute. Anthropological Records 4: 361-446.
Stewart, O.C. 1937. Northern Paiute Bands. Anthropological Records 2: 127-149.
Whiting, B.B. 1950. Paiute Sorcery. Viking Fund Publications in Anthropology, 15: 1-110."
Nd23,Atsakudokwa,Atsakudokwa,Quinn River Pauite,1870,"Stewart, O. C.  1941.  Northern Paiute.  Anth. Rec. 4: 361-446.
"
Nd24,Kidutokado,Kidutokado,"Gididika, Surprise Valley Paiute",1870,"Kelly, I.  1932.  Ethnography of the Surprise Valley Paiute.  Univ. Calif. Publ. Amer. Arch. Ethn. 31: 67-210.
Angulo, J. de, and L. S. Freeland.  1929.  Notes on the Northern Paiute of California.  Journ. Soc. Americ. 21: 313-335.
Stewart, O. C.  1941.  Northern Paiute.  Anth. Rec. 4: 361-446.
Kroeber, A. L.  1917.  California Kinship Systems.  Univ. Calif. Publ. Amer. Arch. Ethn. 12: 339-396.
 
"
Nd25,Sawakudokwa,Sawakudokwa,Winnemucca Pauite,1870,"Steward, J. H.  1941. Nevada Shoshone. Anth. Rec. 4: 209-259.
Stewart, O. C.  1941.  Northern Paiute.  Anth. Rec. 4: 361-446.
"
Nd26,Wadatkuht,Wadatkuht,Honey Lake Pauite,1870,"Riddell, F. A.  1960. Honey Lake Paiute Ethnography. Anth. Pap. Nevada State Mus. 4: 1-87.
"
Nd27,Kuyuidokado,Kuyuidokado,Pyramid Lake Pauite,1860,"Park, W. Z.  1934.  Paviotso Shamanism.  Amer. Anth. 36: 98-368.
Park, W. Z.  1938.  Shamanism in Western North America.  Northw. Univ. Stud. Soc. Sci. 2: 1-166.
Park, W. Z.  1937.  Paviotso Polyandry.  Amer. Anth. 39: 367-368.                                                                                                                                                                                                                                 Lowie, R. H.  1924.  Notes on Shoshonean Ethnography. Anth. Pap. Amer. Mus. Nat. Hist. 20: 185-314.
Stewart, O. C.  1941.  Northern Paiute.  Anth. Rec. 4: 361-446.
"
Nd28,Toedokado,Toedokado,Stillwater Pauite,1870,"Stewart, O. C.  1941.  Northern Paiute.  Anth. Rec. 4: 361-446.
"
Nd29,Tunava,Tunava,NA,1870,"Steward, J. H.  1938.  Basin-Plateau Aboriginal Sociopolitical Groups.  Bull. Bur. Amer. Ethn. 120: 1-346.
Steward, J. H.  1941.  Nevada Shoshone.  Anth. REc. 4: 209-359.
"
Nd3,Havasupai,Havasupai,NA,1870,"Cushing, F.H. 1882. The Nation of the Willows. Atlantic Monthly 50: 362-374, 541-559.
Iliff, F. G. 1954. People of the Blue Water. New York.
James, G. W. 1903. The Indians of the Painted Desert Region. Boston.
Smithson, C. L. 1959. the Havasupai Woman. Department of Anthropology. University of Utah,. Anthropological Papers 38: 1-170.
Spier, L. 1928. Havasupai Ethnography. Anthropological Papers of the American Museum of Natural History 29: 81-408.
Works Projects Administration, Writers Program. 1940. The Havasupai and the Huyalapai. Arizona State Teachers College Bulletin 21: v, 1-18."
Nd30,Eastern Mono,Eastern Mono,Owens Valley Pauite,1870,"Steward, J. H.  1933.  Ethnography of the Owens Valley Paiute.  Univ. Calif. Publ. Amer. Arch. Ethn. 33: 233-350.
Driver, H. E.  1937.  Southern Sierra Nevada.  Anth. Rec. 1: 53-154.
"
Nd31,Koso,Koso Mountain Shoshoni,"Little Lake Shoshoni, Koso",1850,"Steward, J. H.  1938.  Basin-Plateau Aboriginal Sociopolitical Groups.  Bull. Bur. Amer. Ethn. 120: 1-346.
Driver, H. E.  1937.  Southern Sierra Nevada.  Anth. REc. 1: 53-154.
"
Nd32,Panamint,Panamint,NA,1850,References the same as for Nd31: Koso.
Nd33,Beatty,Beatty,NA,1870,"Steward, J. H.  1938.  Basin-Plateau Aboriginal Sociopolitical Groups.  Bull. Bur. Amer. Ethn. 120: 1-346.
Steward, J. H.  1941.  Nevada Shoshone.  Anth. Rec. 4: 209-359.
"
Nd34,Lida Shoshoni,Lida Shoshoni,NA,1870,References the same as for Nd33: Betty Shoshoni.
Nd35,Mahaguaduka,Mahaguaduka,Reese River Shoshoni,1870,References the same as for Nd33: Beatty Shoshoni.
Nd36,Wiyambituka,Wiyambituka,"the Shoshoni of Morey, Great Smokey Valley, and Little Smokey Valley. 
",1870,References the same as for ND33: Beatty Shoshoni.
Nd37,Hamilton,Railroad Valley Shoshoni,Hamilton,1870,References the same as for Nd33: Beatty Shoshoni.
Nd38,Ely Shoshoni,Ely Shoshoni,NA,1870,"Steward, J. H.  1938.  Basin-Plateau Aboriginal Sociopolitical Groups.  Bull. Bur. Amer. Ethn. 120: 1-346.
Steward, J. H.  1941.  Nevada Shoshone. Anth. Rec. 4: 209-359.
"
Nd39,Spring Valley,Spring Valley Shoshoni,NA,1870,References the same as for Nd33: Beatty Shoshoni.
Nd4,Sanpoil,Sanpoil,NA,1870,"Ray, V. F.  1932.  The Sanpoil and Nespelem.  Univ. Wash. Publ. Anth. 5: 1-237.
Ray, V. F.  1942.  Plateau.  Anth. Rec. 8: 99-262."
Nd40,Tubaduka,Tubaduka,Grouse Creek Shoshoni,1870,"Steward, J. H.  1938.  Basin-Plateau Aboriginal Sociopolitical Groups.  Bull. Bur. Amer. Ethn. 120: 1-346.
Steward, J. H.  1943.  Northern and Gosiute Shoshoni.  Anth. Rec. 8: 263-292.
"
Nd41,Wadaduka,Wadaduka,"the Shoshoni of Ruby Valley, Pine Creek, Diamond Valley, and Egan Canyon.  
",1870,References the same as for Nd33: Beatty Shoshoni.
Nd42,Elko Shoshoni,Elko Shoshoni,Upper Humboldt River Shoshoni,1870,References the same as for Nd33: Beatty Shoshoni.
Nd43,White Knife,White Knife Shoshoni,"Battle Mountain Shoshoni, Tosawihi
",1860,"Harris, J. S.  1940.  The White Knife Shoshoni of Nevada. Acculturation in Seven American Indian Tribes, ed. R. Linton, pp 39-118.  New York.
Steward, J. H.  1941.  Nevada Shoshone.  Anth. Rec. 4: 209-359.
"
Nd44,Yahanduka,Yahanduka,Snake River Shoshoni,1850,References the same as for Nd33: Beatty Shoshoni.
Nd45,Bohogue,Bohogue,Fort Hall Shoshoni,1860,"Murphy, R. F., and Y. Murphy.  1960. Shoshone-Bannock Subsistence and Society. Anth. Rec. 16: 293-338.
Steward, J. H.  1938.  Basin-Plateau Aboriginal Sociopolitical Groups.  Bull. Bur. Amer. Ethn. 120: 1-346.
Steward, J. H.  1943.  Northern and Gosiute Shoshoni.  Anth. Rec. 8: 263-392.
"
Nd46,Agaiduka,Agaiduka,Lemhi River Shoshoni,1860,"Lowie, R. H.  1908.  The Northern Shoshone.  Anth. Pap. Amer. Mus. Nat. Hist. 2: 169-306.
Steward, J. H.  1943.  Northern and Gosiute Shoshoni. Anth. Rec. 8: 263-392.
Steward, J. H.  1938.  Basin-Plateau Aboriginal Sociopolitical Groups. Bull. Bur. Amer. Ethn. 120: 1-346.
"
Nd47,Tukudika,Tukudika,Lemhi River Shoshoni,1850,"Lowie, R. H.  1908.  The Northern Shoshone.  Anth. Pap. Amer. Mus. Nat. Hist. 2: 169-306.
Hultkrantz, A.  1957.  The Indians of Yellowstone Park. Annals of Wyoming 29: 125-149.
Steward, J. H.  1938.  Basin-Plateau Aboriginal Sociopolitical Groups.  Bull. Bur. Amer. Ethn. 120: 1-346.
"
Nd48,Gosiute,Gosiute,NA,1860,"Malouf, C.  1950.  The Gosiute Indians. Univ. Utah Anth. Pap. 3: 34-42.
Steward, J. H.  1943.  Northern and Gosiute Shoshoni. Anth. REc. 8: 203-392.
Steward, J. H.  1938.  Basin-Plateau Aboriginal Sociopolitical Groups.  Bull. Bur. Amer. Ethn. 120: 1-346.
Stewart, O. C.  1940.  Ute--Southern Paiute.  Anth. Rec. 6: 231-360.
"
Nd49,Antarianunts,Antarianunts,Henry Mountains Paiute,1860,"Kelly, I. T.  1964.  Southern Paiute Ethnolography 1: Eastern Bands. Salt Lake City (in press).
Stewart, O. C.  1942.  Ute--Southern Paiute.  Anth. Rec. 6: 231-360.
"
Nd5,Hukundika,Hukundika,Seed-Eaters,1870,"Hoebel, E. A.  1939.  Comanche and Hukandika Shoshone Relationship Systems.  Amer. Anth. 41: 440-457.
Steward, J. H.  1941.  Northern and Gosiute Shoshoni. Anth. Records 8: 263-392.
"
Nd50,Panguitch,Panguitch,NA,1860," Kelly, I. T.  1964.  Southern Paiute Ethnography 1: Eastern Bands.  Salt Lake City (in press).
"
Nd51,Moapa,Moapa,"Muddy Pauite, Parano",1860,"Lowie, R. H.  1924.  Notes on Shoshonean Ethnography. Anth. Pap. Amer. Mus. Nat. Hist. 20: 185-314.
Watkins, F. E.  1945.  Moapa Paiute Wickiup.  Masterkey 19: 13-18.
"
Nd52,Shivwits,Shivwits,NA,1860,"Lowie, R. H.  1924.  Notes on Shoshonean Ethnography. Anth. Pap. Amer. Mus. Nat. Hist. 20: 185-314.
Stewart, O. c. 1942.  Ute--Southern Paiute.  Anth. Rec. 6: 231-360.
Drucker, P.  1941.  Yuman-Piman.  Anth. Rec. 6: 91-230.
 
"
Nd53,Kaibab,Kaibab Southern Paiute,Kaivavwits,1860,"Kelly, I. T.  1938.  Band Organization of the Southern Paiute.  Amer. Anth. 40: 633-634.
Kelly, I. T.  1964.  Southern Paiute Ethnography 1: Eastern Bands. Salt Lake City (in press).
Stewart, O. C.  1942.  Ute--Southern Paiute.  Anth. Rec. 6: 231-360.
Gifford, E. W.  1917.  Tubatulabal and Kawaiisu Kinship Terms.  Univ. Calif. Publ. Amer. Arch. Ethn. 12: 219-248.
"
Nd54,Chemehuevi,Chemehuevi,NA,1860,"Drucker, P.  1937.  Southern California.  Anth. Rec. 1: 1-52.
Kroeber, A. L.  1925.  Handbook of the Indians of California.  Bull. Bur. Amer. Ethn. 78: 593-600.
"
Nd55,Las Vegas,Las Vegas,NA,1860,"Steward, J. H.  1938.  Basin-Plateau Aboriginal Sociopolitical groups.  Bull. Bur. Amer. Ethn. 120: 1-346.
Steward, J. H.  1941.  Nevada Shoshone.  Anth. Rec. 4: 209-259.                                                                                                                                                                                                                        Driver, H. E.  1937.  Southern Sierra Nevada.  Anth. Rec. 1: 53-154.
"
Nd56,San Juan,San Juan,Kwaanitikwokets,1860,"Kelly, I. T.  1964.  Southern Paiute Ethnography 1: Eastern Bands. Salt Lake City (in press).
Stewart, O. C.  1942.  Ute--Southern Paiute.  Anth. Rec. 6: 231-360.
"
Nd57,Pahvant,Pahvant,Sevier Desert Ute,1860,"Steward, J. H.  1938.  Basin-Plateau Aboriginal Sociopolitical Groups.  Bull. Bur. Amer. Ethn. 120: 1-346.
Stewart, O. C.  1940.  Ute--Southern Paiute.  Anth. Rec. 6: 231-360.
"
Nd58,Uintah,Uintah Ute,"Tompanowots, Yampa",1860,"Lowie, R. H.  1924.  Notes on Shoshonean Ethnography. Anth. Pap. Amer. Mus. Nat. Hist. 20: 185-314.
Stewart, O. C.  1942.  Ute--Southern Paiute.  Anth. REc. 6: 231-355.
Gifford, E. W.  1917.  Tubatulabal and Kawaiisu Kinship Terms.  Univ. Calif. Publ. Amer. Arch. Ethn. 12: 219-248.
"
Nd59,Moanunts,Moanunts,NA,1860,"Stewart, O. C.  1942.  Ute--Southern Paiute.  Anth. REc. 6: 231-360.
"
Nd6,Washo,Washo,NA,1850,"Freed, S. A.  1960.  Changing Washo Kinship.  Anth. Records 14349-418.
Lowie, R. H.  1939.  Ethnographic Notes on the Washo. Univ. Calif. Publ. Amer. Arch. Ethn. 36: 301-352.
Barrett, S. A.  1917.  The Washo Indians.  Bull. Publ. Mus. Milwaukee 2: 1-52.
Stewart, O. C.  1941.  Northern Paiute.  Anth. Records 4: 361-446.
Downs, J. F. 1966.  The Two Worlds of the Washo, New York."
Nd60,Moache,Moache,Mowatei,1860,"Stewart, O. C.  1942.  Ute--Southern Paiute.  Anth. REc. 6: 231-360.
"
Nd61,Taviwatsiu,Taviwatsiu,White River Ute,1860,"Stewart, O. C.  1942.  Ute--Southern Paiute.  Anth. REc. 6: 231-360.
"
Nd62,Uncompahgre,Uncompahgre Ute,Mowataviwatsiu,1860,"Lowie, R. H.  1924.  Notes on Shoshonean Ethnography. Anth. Pap. Amer. Mus. Nat. Hist. 20: 185-314.
Stewart, O. C.  1942.  Ute--Southern Paiute.  Anth. Rec. 6: 231-360.
"
Nd63,Bannock,Bannock,NA,1860,"Murphy, R. F., and Y. Murphy.  1960.  Shoshone-Bannock Subsistence and Society.  Anth. Rec. 16: 293-338.
Steward, J. H.  1943.  Northern and Gosiute Shoshoni. Anth. REc. 8: 263-392. 
Lowie, R. H.  1930.  The Kinship Terminology of the Bannock Indians.  Amer. Anth. 32: 294-299.
"
Nd64,Wind River,Wind River,Eastern Shoshoni,1860,"Shimkin, D. B.  1947.  Childhood and Development Among the Wind River Shoshone.  Anth. REc. 5: 289-326.
Shimkin, D. B.  1947.  Wind River Ethnogeography.  Anth. Rec. 5: 245-288.
Lowie, R. H.  1924.  Notes on Shoshonean Ethnography. Anth. Pap. Amer. Mus. Nat. Hist. 20: 185-314.
Murphy, R. F., and Y. Murphy.  1960.  Shoshone-Bannock Subsistence and Society.  Anth. Rec. 16: 293-338.
Hultkrantz, A.  1958.  Tribal Divisions Within the Eastern Shoshoni of Wyoming.  Proc. Intern. Congr. Americ. 32: 148-154.
"
Nd65,Walapai,Walapai,NA,1870,"Kniffen, F., G. MacGregor, R. McKennan, S. Mekeel, and M. Mook.  1935.  Walapai Ethnography, ed. A. L. Kroeber. Mem. Amer. Anth. Assoc. 42: 1-295.
Drucker, P.  1941. Yuman-Piman.  Anth. Rec. 6: 91-230.
"
Nd66,Yavapai,Yavapai,Apache-Mojave,1870,"Gifford, E. W.  1936.  Northeastern and Western Yavapai. Univ. Calif. Publ. Amer. Arch. Ethn. 34: 247-354.
Drucker, P.  1941.  Yuman-Piman.  Anth. Rec. 6: 91-230.
"
Nd67,Tolkepaya,Tolkepaya,"Apache-Yuma, Western Yavapai",1870,"Gifford, E. W.  1936.  Northeastern and Western Yavapai. Univ. Calif. Publ. Amer. Arch. Ethn. 34: 247-354.
"
Nd7,Kutenai,Kutenai,NA,1880,"Boas, F. 1918. Kutenai Tales. Bulletins of the Bureau of American Ethnology 59: 1-387.
Chamberlain, A. F. 1892. Report on the Kootenay Indians of South-Eastern British Columbia. Reports of the British Association for the Advancement of Sciences 62: 539-617.
Ray, V. F. 1942. Plateau. Anthropological Records 8: 99-262.
Turney-High, H. H. 1941. Ethnography of the Kutenai. Memoirs of the American Anthropological Association, 56: 1-202.
"
Nd8,Chilcotin,Chilcotin,NA,1880,"Teit, J. A.  1907.  Notes on the Chilcotin Indians. Mem. Amer. Mus. Nat. Hist. 4: 759-789.
Lane, R. B.  1963.  Personal communication.
Morice, A. G.  1893.  Notes ARchaeological, Industrial and Sociological on the Western Denes.  Trans. (Roy.) Canadian Inst. 4: 1-222.
Ray, V. F.  1942.  Plateau.  Anth. Rec. 8: 99-262.
"
Nd9,Lillooet,Lillooet,Stlatlum,1860,"Teit, J. A.  1906.  The Lillooet Indians.  Mem. Amer. Mus. Nat. Hist. 4: 193-300.
Hill-Tout, C.  1905.  Report on the Ethnology of the Stlatlumh.  Journ. Roy. Anth. Inst. 35: 126-218.
Ray, V. F.  1942.  Plateau.  Anth. Rec. 8: 99-257.
 
"
Ne1,Gros Ventre,Gros Ventre,NA,1880,"Cooper, J. M. 1956. The Gros Ventre of Montana: Religion and Ritual. Catholic University of America Anthropological Series 16: 1-491.
Flannery, R. 1953. The Gros Ventres of Montana. Catholic University of America Anthropological Series 15: 1-221.
Kroeber, A. L. 1908. Ethnology of the Gros Ventre. Anthropological Papers of the Museum of Natural History 1:141-281."
Ne10,Arikara,Arikara,Ree,1860,"Lowie, R. H.  1912.  Some Problems in the Ethnology of the Crow and Village Indians.  Amer. Anth. 14: 60-71.
Gilmore, M. R.  1927.  Some Notes on Arikara Tribal Organization.  Indian Notes 4: 332-350.
Curtiss, E. S.  1909.  The American Indian, v.5. Cambridge.
Macgowan, E. S.  1942.  The Arikara Indians.  Minnesota ARchaeologist 8: 83-122.
Will, G. F., and G. E. Hyde.  1917.  Corn Among the Indians of the Upper Missouri. St. Louis.                                              "
Ne11,Assiniboin,Assiniboin,Stoney,1870,"Lowie, R. H.  1910.  The Assiniboine. Anth. Publ. Amer. Mus. Nat. Hist. 4: 1-270.
Rodnick, D.  1938.  The Fort Belknap Assiniboine of Montana. New Haven.
Denig, E. T.  1930.  Indian Tribes of the Upper Missouri, ed. J. N. B. Hewitt.  Ann. Rep. Bur. Amer. Ethn. 46: 375-628.
 
"
Ne12,Blackfoot,Blackfoot,Siksika,1850,"Hanks, L. M., and J. Richardson.  1945.  Observations on Northern Blackfoot Kinship.  Monogr. Amer. Ethn. Soc. 9: 1-31.
Wissler, C.  1910.  Material Culture of the Blackfoot Indians.  Anth. Publ. Amer. Mus. Nat. Hist. 5: 1-175.
Wissler, C.  1912.  The Social Life of the Blackfoot Indians. Anth. Publ. Amer. Mus. Nat. Hist. 7: 1-64.
Ewers, J. C.  1958.  The Blackfeet.  Norman.
"
